Sort Type: Merge Sort - By Priority Level (Descending)
KPI Code; Pillar Code; Current Progress; Target Year; Priority Level; Reporting Ministry; Quarterly Change; Priority Score;
VS-4.3-6;V;31.1;2029;4;MCY;-0.7;100;
AN-4.2-9;A;33.9;2030;4;MOC;4.0;100;
TE-3.1-1;T;45.0;2031;4;MOL;-5.6;100;
VS-2.3-8;V;36.1;2026;4;MCY;3.5;100;
TE-3.2-9;T;40.8;2030;4;MOL;-4.1;100;
TE-1.1-2;T;45.0;2030;4;MOT;8.6;100;
TE-4.3-2;T;41.5;2031;4;MOL;7.7;100;
AN-5.1-9;A;47.4;2031;4;MOI;1.0;100;
TE-3.3-2;T;43.6;2031;4;MOT;-8.6;100;
TE-3.1-1;T;41.7;2030;4;MOL;8.4;100;
VS-2.3-3;V;41.3;2030;4;MOH;7.2;95;
VS-1.1-3;V;48.0;2027;4;MCY;7.3;100;
AN-2.1-1;A;38.1;2030;4;MOI;4.3;100;
AN-5.1-1;A;45.0;2031;4;MOC;3.8;100;
VS-5.1-6;V;37.1;2026;4;MOH;-2.7;100;
AN-2.3-7;A;51.7;2032;4;MFA;7.2;95;
AN-5.2-3;A;41.3;2030;4;MOD;0.9;100;
VS-5.2-6;V;48.0;2028;4;MCY;5.4;100;
VS-1.1-1;V;37.7;2027;4;MOS;6.4;100;
AN-4.1-3;A;46.8;2031;4;MOI;-8.7;100;
VS-2.2-2;V;32.4;2026;4;MOS;-7.2;100;
TE-5.2-6;T;67.7;2031;3;MOC;-9.4;80;
TE-3.1-7;T;59.1;2029;3;MOF;-2.7;95;
VS-1.3-9;V;85.2;2028;3;MOS;-1.0;85;
AN-5.2-5;A;53.0;2032;3;MFA;3.2;80;
VS-1.2-2;V;71.1;2029;3;MCI;-7.2;75;
AN-3.1-1;A;53.0;2032;3;MEW;0.1;80;
TE-4.2-4;T;79.6;2030;3;MOL;1.1;70;
AN-1.2-3;A;53.0;2032;3;MOD;2.0;80;
TE-1.2-1;T;55.3;2029;3;MOC;-7.0;95;
TE-1.2-7;T;76.0;2030;3;MOC;6.2;70;
VS-5.1-8;V;50.2;2027;3;MOU;-2.8;100;
TE-5.1-8;T;59.2;2030;3;MOT;4.1;85;
TE-1.3-6;T;64.6;2029;3;MOC;4.8;70;
AN-4.1-6;A;50.1;2035;3;MFA;5.4;80;
VS-2.2-6;V;83.4;2030;3;MCI;0.3;65;
VS-2.2-8;V;86.1;2029;3;MOH;1.2;65;
TE-4.3-4;T;61.3;2031;3;MOF;3.1;70;
TE-2.3-2;T;72.8;2030;3;MOL;-2.4;80;
TE-5.1-4;T;76.7;2031;3;MOC;3.4;70;
TE-5.3-9;T;78.9;2030;3;MOT;0.8;70;
VS-4.1-1;V;68.0;2026;3;MOU;-6.1;100;
TE-1.1-4;T;66.6;2030;3;MOL;2.5;70;
VS-2.1-1;V;59.5;2030;3;MOU;-1.0;90;
VS-5.3-9;V;50.2;2027;3;MOH;-8.9;100;
AN-1.1-5;A;53.7;2031;3;MOC;9.4;90;
AN-4.1-7;A;51.6;2035;3;MOI;-5.4;90;
TE-1.1-7;T;71.6;2030;3;MISA;-5.9;80;
VS-2.3-4;V;74.0;2027;3;MCY;-8.3;95;
VS-3.2-1;V;78.6;2027;3;MOH;7.4;85;
AN-5.1-6;A;51.2;2035;3;MOC;1.9;80;
VS-1.3-7;V;67.6;2030;3;MOH;-6.5;75;
TE-4.2-3;T;53.7;2029;3;MOF;1.2;85;
TE-4.1-3;T;77.0;2031;3;MOC;-4.7;80;
AN-2.1-8;A;53.0;2030;3;MFA;-0.6;100;
VS-1.1-9;V;79.9;2027;3;MOH;-1.3;95;
TE-4.1-6;T;61.6;2029;3;MOT;-1.8;80;
VS-4.3-9;V;76.3;2027;3;MOU;-0.4;95;
TE-1.2-6;T;50.1;2029;3;MOC;-1.5;95;
AN-3.2-2;A;53.6;2033;3;MOI;1.0;80;
TE-1.2-7;T;65.1;2029;3;MOL;-1.6;80;
VS-2.1-8;V;52.8;2030;3;MCI;-6.6;90;
TE-1.3-9;T;74.9;2029;3;MOL;6.6;70;
AN-3.1-3;A;55.0;2030;3;MOI;3.8;90;
TE-3.1-7;T;70.8;2030;3;MOL;9.5;70;
TE-1.1-7;T;68.0;2029;3;MOT;-1.9;80;
AN-1.1-8;A;51.2;2030;3;MOI;-5.4;100;
VS-1.3-5;V;57.3;2028;3;MCI;-4.3;100;
TE-1.1-2;T;63.0;2029;3;MOC;-3.5;80;
TE-1.2-7;T;62.1;2029;3;MOT;-1.5;80;
VS-1.1-9;V;50.9;2028;3;MOU;8.3;90;
TE-4.1-9;T;64.5;2029;3;MOL;-5.1;80;
VS-5.3-2;V;85.5;2026;3;MOU;-0.2;100;
TE-5.2-8;T;56.6;2031;3;MISA;-0.2;95;
VS-3.2-1;V;85.3;2026;3;MOU;-1.9;100;
VS-3.3-5;V;73.0;2030;3;MOH;5.6;65;
TE-4.1-7;T;69.3;2030;3;MOT;-0.4;80;
VS-1.1-8;V;76.6;2026;3;MOU;3.4;95;
TE-5.3-5;T;71.9;2030;3;MOT;-4.4;80;
VS-3.1-9;V;61.0;2026;3;MOU;8.6;95;
TE-2.3-8;T;72.1;2029;3;MOC;3.8;70;
AN-1.1-5;A;52.7;2031;3;MOC;-8.8;100;
TE-2.1-4;T;62.9;2029;3;MOC;1.6;70;
TE-3.3-8;T;64.8;2030;3;MOL;-9.9;80;
TE-5.3-2;T;78.3;2030;3;MISA;-9.5;80;
TE-2.2-1;T;55.3;2029;3;MOT;-7.0;95;
VS-5.3-5;V;80.6;2026;3;MOU;-1.9;100;
TE-2.3-7;T;50.4;2029;3;MOC;-1.5;95;
TE-4.2-8;T;69.5;2031;3;MOC;10.0;70;
VS-3.3-5;V;56.9;2028;3;MOU;3.4;90;
TE-4.2-2;T;65.9;2030;3;MISA;5.3;70;
VS-5.2-3;V;60.4;2026;3;MCY;9.2;95;
VS-4.1-3;V;66.2;2030;3;MOS;1.2;65;
TE-1.1-3;T;79.2;2029;3;MOT;1.8;70;
AN-2.2-5;A;50.9;2030;3;MOD;7.5;90;
TE-5.1-8;T;77.2;2029;3;MISA;2.0;70;
TE-2.3-8;T;55.1;2030;3;MOF;-9.1;95;
TE-2.2-7;T;61.5;2031;3;MOT;-7.1;80;
VS-2.3-9;V;54.7;2030;3;MOH;-1.4;90;
AN-3.1-9;A;54.6;2035;3;MOC;6.6;80;
VS-3.1-5;V;58.9;2028;3;MCI;5.7;90;
TE-1.3-2;T;59.7;2030;3;MOF;4.0;85;
VS-1.3-2;V;64.3;2026;3;MOS;-1.9;100;
TE-1.1-9;T;68.1;2030;3;MOL;-2.0;80;
VS-5.3-5;V;86.3;2030;3;MOS;0.8;65;
VS-3.2-6;V;62.6;2030;3;MOH;6.1;65;
TE-1.2-2;T;54.9;2029;3;MOL;-7.4;95;
VS-1.1-7;V;71.6;2028;3;MOU;-3.0;85;
VS-2.3-4;V;66.5;2027;3;MOU;8.6;85;
AN-5.2-3;A;52.7;2032;3;MFA;-0.8;90;
TE-2.1-9;T;56.2;2031;3;MISA;7.3;85;
VS-1.2-3;V;71.7;2027;3;MCI;-9.2;95;
VS-2.1-1;V;57.5;2026;3;MCY;0.9;100;
VS-2.2-6;V;68.1;2030;3;MCY;-3.7;75;
TE-3.2-9;T;72.9;2030;3;MOF;-3.3;80;
TE-1.3-3;T;63.7;2029;3;MISA;-9.3;80;
TE-2.2-2;T;58.6;2030;3;MOF;-1.9;95;
VS-1.1-4;V;62.5;2026;3;MOS;-8.1;100;
AN-4.1-2;A;54.8;2031;3;MOI;-3.3;100;
VS-2.2-7;V;70.4;2028;3;MOH;9.1;75;
TE-5.1-4;T;54.8;2030;3;MOC;-0.9;95;
AN-3.3-8;A;53.7;2033;3;MOC;1.8;80;
VS-3.3-4;V;53.0;2028;3;MOH;4.6;90;
TE-2.1-8;T;62.0;2031;3;MOL;7.0;70;
VS-4.2-3;V;86.2;2030;3;MOU;1.8;65;
AN-3.2-3;A;54.6;2033;3;MEW;-8.0;90;
VS-3.1-9;V;75.6;2028;3;MOH;3.4;75;
TE-2.1-7;T;58.2;2030;3;MISA;-7.2;95;
VS-1.2-3;V;70.9;2028;3;MCY;6.7;75;
TE-1.2-3;T;53.8;2030;3;MOC;-8.3;95;
TE-1.2-2;T;51.9;2029;3;MISA;-9.0;95;
VS-3.2-9;V;54.6;2027;3;MOU;1.8;100;
VS-1.1-5;V;87.6;2026;3;MCY;0.4;95;
AN-1.2-5;A;50.0;2035;3;MOD;-8.5;90;
VS-1.2-3;V;71.1;2028;3;MOS;4.3;75;
TE-5.3-8;T;66.7;2029;3;MOL;-3.8;80;
VS-1.1-8;V;79.1;2026;3;MOS;-3.3;100;
VS-1.3-8;V;86.8;2029;3;MCI;1.0;65;
VS-5.3-3;V;54.7;2030;3;MCI;2.1;80;
AN-4.2-4;A;51.4;2031;3;MOC;-0.4;100;
TE-4.1-7;T;64.3;2030;3;MOF;9.5;70;
VS-3.3-2;V;78.4;2026;3;MCY;-6.2;100;
TE-4.3-1;T;58.7;2031;3;MOF;-4.0;95;
AN-5.3-9;A;54.0;2030;3;MOI;-9.1;100;
TE-1.1-3;T;52.5;2031;3;MISA;-2.7;95;
AN-2.2-4;A;53.3;2032;3;MFA;5.7;80;
VS-1.3-3;V;81.0;2026;3;MCY;-1.4;100;
VS-5.3-3;V;55.2;2028;3;MOH;2.0;90;
TE-2.2-8;T;65.2;2030;3;MOC;6.0;70;
VS-1.3-1;V;72.9;2026;3;MCY;-6.6;100;
VS-1.1-6;V;50.8;2030;3;MCI;1.1;80;
VS-2.1-9;V;82.9;2027;3;MOU;0.3;85;
VS-4.3-8;V;55.5;2026;3;MOU;-4.2;100;
VS-1.2-8;V;73.6;2030;3;MCI;-1.2;75;
VS-4.2-3;V;86.7;2026;3;MCY;-2.1;100;
TE-5.1-1;T;68.1;2030;3;MOT;6.4;70;
TE-4.1-4;T;59.9;2031;3;MISA;-0.3;95;
TE-4.3-8;T;61.2;2029;3;MISA;-8.4;80;
TE-4.1-8;T;57.6;2031;3;MOF;1.3;85;
VS-5.2-8;V;78.2;2027;3;MOU;0.2;85;
VS-2.2-8;V;84.1;2030;3;MOH;0.8;65;
VS-3.3-3;V;78.6;2026;3;MOS;7.2;95;
VS-2.3-5;V;57.3;2029;3;MOS;-4.3;90;
AN-2.3-9;A;52.1;2032;3;MOC;9.0;80;
TE-2.2-2;T;67.6;2029;3;MOC;-7.6;80;
VS-5.3-2;V;54.4;2026;3;MOU;-5.2;100;
AN-5.3-8;A;51.3;2032;3;MEW;9.9;80;
VS-5.1-2;V;83.8;2026;3;MCY;2.3;95;
TE-3.1-2;T;66.4;2031;3;MOL;0.6;70;
VS-3.2-2;V;63.8;2030;3;MOH;-6.6;75;
TE-3.3-7;T;67.5;2031;3;MOT;-6.5;80;
TE-1.1-5;T;71.7;2029;3;MOC;0.6;70;
VS-1.3-3;V;64.2;2027;3;MOH;-6.8;95;
TE-1.2-5;T;56.3;2029;3;MOL;1.7;85;
TE-4.3-6;T;64.3;2031;3;MOT;-3.4;80;
TE-5.3-8;T;71.2;2031;3;MOL;-1.4;80;
VS-1.1-6;V;70.9;2027;3;MOU;-2.4;95;
VS-5.3-9;V;51.8;2028;3;MOH;5.9;90;
TE-2.1-5;T;79.5;2029;3;MISA;0.3;70;
VS-3.1-1;V;52.6;2029;3;MOS;-4.5;90;
VS-2.2-7;V;75.3;2029;3;MOS;6.6;65;
VS-4.3-3;V;66.5;2026;3;MCY;7.6;95;
VS-3.2-9;V;66.8;2026;3;MOS;-1.8;100;
AN-4.2-7;A;53.7;2032;3;MOI;-5.8;90;
AN-2.3-9;A;53.7;2035;3;MEW;9.7;80;
VS-5.3-8;V;75.3;2029;3;MOS;-0.3;75;
AN-5.1-5;A;50.9;2031;3;MOC;2.0;90;
VS-2.1-2;V;87.9;2026;3;MOU;-0.2;100;
TE-3.2-1;T;70.8;2029;3;MOC;7.8;70;
AN-2.3-1;A;53.0;2032;3;MOC;6.3;80;
AN-4.1-2;A;51.9;2035;3;MOD;-4.2;90;
VS-4.2-9;V;64.1;2030;3;MOH;-7.4;75;
TE-1.3-7;T;55.6;2031;3;MOF;8.3;85;
VS-5.1-6;V;58.6;2028;3;MCY;-7.7;100;
TE-5.3-1;T;50.3;2030;3;MOF;-4.8;95;
TE-5.3-7;T;58.8;2030;3;MISA;5.8;85;
VS-1.3-8;V;79.1;2030;3;MOH;-2.4;75;
AN-4.2-1;A;51.8;2034;3;MOC;4.9;80;
VS-1.1-7;V;64.0;2027;3;MCY;-8.5;95;
VS-5.1-4;V;66.6;2026;3;MOS;7.0;95;
VS-4.3-4;V;71.1;2030;3;MOS;0.9;65;
VS-5.1-1;V;85.3;2028;3;MCY;1.8;75;
TE-3.1-3;T;74.4;2031;3;MOF;-1.1;80;
TE-2.1-9;T;78.7;2030;3;MOT;-6.2;80;
VS-5.2-6;V;87.2;2026;3;MCY;0.4;95;
AN-1.3-7;A;52.5;2031;3;MOD;4.0;90;
TE-2.2-2;T;60.2;2030;3;MOT;-1.9;80;
AN-5.3-4;A;51.6;2031;3;MFA;5.0;90;
VS-1.2-6;V;74.5;2026;3;MOH;-0.4;100;
VS-4.2-9;V;51.0;2029;3;MOU;10.0;80;
TE-1.1-9;T;62.1;2030;3;MOF;5.8;70;
VS-5.2-8;V;77.9;2027;3;MCI;8.0;85;
AN-5.3-8;A;53.6;2030;3;MFA;-8.4;100;
TE-1.2-9;T;61.7;2030;3;MISA;1.9;70;
TE-5.2-8;T;72.3;2031;3;MOC;-4.0;80;
TE-3.1-4;T;56.6;2029;3;MOT;-1.5;95;
TE-5.2-9;T;51.6;2031;3;MOT;0.3;85;
TE-3.3-6;T;67.5;2030;3;MOC;4.1;70;
VS-4.2-2;V;81.3;2027;3;MOU;0.2;85;
AN-1.1-6;A;50.1;2032;3;MFA;-2.6;90;
TE-5.2-1;T;61.8;2030;3;MOF;2.5;70;
TE-4.2-7;T;75.6;2030;3;MOF;4.4;70;
VS-3.3-6;V;84.2;2026;3;MOS;0.3;95;
TE-3.2-4;T;57.9;2030;3;MOC;8.7;85;
TE-5.3-4;T;56.1;2031;3;MOT;-7.4;95;
TE-2.3-2;T;75.0;2031;3;MOC;-8.4;80;
VS-3.3-2;V;89.5;2030;3;MCI;-2.2;75;
AN-2.3-3;A;53.5;2034;3;MFA;0.2;80;
VS-3.2-5;V;86.1;2026;3;MOU;2.4;95;
TE-2.1-7;T;74.7;2030;3;MISA;9.2;70;
TE-5.2-8;T;66.0;2029;3;MISA;-8.4;80;
VS-5.2-1;V;62.5;2027;3;MCI;-3.6;95;
TE-4.2-6;T;75.4;2030;3;MISA;1.2;70;
VS-3.3-4;V;56.5;2027;3;MOH;0.2;100;
VS-2.1-7;V;79.8;2026;3;MCI;9.8;95;
TE-1.3-5;T;73.9;2031;3;MOT;-8.7;80;
VS-4.1-4;V;59.6;2026;3;MOS;3.5;100;
TE-5.1-7;T;60.4;2030;3;MOT;7.8;70;
TE-4.2-7;T;51.4;2029;3;MOT;-7.8;95;
TE-3.1-7;T;60.2;2030;3;MOF;-8.2;80;
VS-5.3-8;V;68.1;2027;3;MCI;3.8;85;
VS-2.1-9;V;81.3;2028;3;MOU;-2.0;85;
VS-4.3-1;V;61.0;2030;3;MCI;-7.0;75;
VS-5.2-4;V;52.7;2026;3;MOS;5.1;100;
TE-3.3-8;T;53.3;2030;3;MOC;-0.2;95;
AN-4.2-4;A;51.9;2033;3;MFA;6.8;80;
TE-3.3-7;T;68.1;2031;3;MOF;5.2;70;
TE-5.3-2;T;75.1;2031;3;MOT;4.2;70;
VS-2.1-3;V;63.7;2029;3;MCI;0.3;65;
TE-3.2-7;T;62.1;2029;3;MOC;-7.1;80;
TE-5.3-5;T;54.7;2030;3;MOT;-0.0;85;
VS-2.1-4;V;52.1;2026;3;MCI;9.3;100;
TE-5.3-2;T;53.9;2030;3;MOL;1.9;85;
TE-2.1-8;T;58.1;2030;3;MOL;-6.8;95;
TE-5.1-1;T;52.2;2031;3;MOF;-4.4;95;
TE-2.1-6;T;65.0;2030;3;MOF;-8.1;80;
TE-1.1-9;T;60.6;2029;3;MOT;-1.7;80;
AN-5.2-6;A;50.3;2035;3;MFA;4.2;80;
TE-4.2-5;T;62.4;2030;3;MISA;-9.5;80;
TE-4.1-1;T;53.2;2030;3;MOL;-4.1;95;
VS-4.1-8;V;85.8;2028;3;MCY;0.4;75;
VS-5.1-6;V;74.3;2030;3;MOU;9.0;65;
AN-1.2-9;A;52.6;2035;3;MOC;7.9;80;
VS-5.3-7;V;65.6;2026;3;MOS;-4.3;100;
TE-5.2-2;T;61.1;2030;3;MOT;8.6;70;
VS-5.2-4;V;85.0;2028;3;MOS;2.0;75;
VS-1.3-4;V;56.8;2030;3;MOH;8.6;80;
TE-2.3-2;T;67.2;2031;3;MOL;4.5;70;
TE-4.1-9;T;74.1;2029;3;MOC;0.8;70;
AN-5.2-8;A;52.7;2031;3;MEW;-2.8;100;
VS-1.3-4;V;89.8;2026;3;MOU;2.3;95;
AN-3.2-6;A;54.6;2034;3;MOD;-5.4;90;
TE-4.2-3;T;63.3;2029;3;MOC;0.2;70;
TE-2.1-5;T;77.1;2030;3;MOF;-2.5;80;
TE-2.2-5;T;65.1;2031;3;MOL;-7.3;80;
TE-4.1-3;T;64.0;2030;3;MOF;-4.8;80;
VS-1.2-6;V;80.9;2026;3;MCY;-2.0;100;
VS-5.1-1;V;82.2;2028;3;MOH;2.4;75;
VS-4.2-4;V;65.2;2026;3;MOH;-0.7;100;
TE-4.3-2;T;51.8;2030;3;MOF;-6.4;95;
VS-4.2-3;V;67.9;2027;3;MOH;3.7;85;
TE-3.2-5;T;53.6;2031;3;MISA;5.5;85;
TE-5.2-5;T;58.1;2030;3;MOT;-6.9;95;
VS-4.3-8;V;70.3;2026;3;MCY;-4.4;100;
AN-5.2-2;A;53.8;2031;3;MOI;-9.8;100;
TE-3.3-6;T;56.1;2029;3;MOC;9.2;85;
VS-4.1-5;V;58.6;2029;3;MOS;-5.7;90;
TE-5.1-6;T;71.3;2029;3;MOT;-3.1;80;
VS-3.1-8;V;88.8;2028;3;MOH;2.2;75;
TE-3.2-6;T;63.0;2030;3;MISA;4.3;70;
VS-2.2-3;V;84.7;2029;3;MCY;2.0;65;
VS-1.1-7;V;50.5;2026;3;MOU;2.0;100;
VS-5.1-4;V;72.1;2026;3;MOS;-3.3;100;
TE-5.1-3;T;71.8;2030;3;MOF;3.1;70;
TE-3.3-9;T;77.0;2029;3;MOT;-8.6;80;
VS-2.2-7;V;57.2;2028;3;MOH;-5.8;100;
TE-3.1-1;T;65.2;2029;3;MOL;1.2;70;
AN-5.3-6;A;50.0;2030;3;MOI;3.7;90;
VS-5.3-8;V;52.7;2029;3;MOH;-7.6;90;
TE-3.3-9;T;57.1;2031;3;MOT;6.3;85;
VS-4.1-3;V;74.5;2028;3;MOS;6.3;75;
TE-5.2-7;T;68.7;2029;3;MOC;7.5;70;
VS-3.1-3;V;86.0;2027;3;MCI;2.4;85;
VS-1.2-9;V;82.9;2026;3;MOS;2.0;95;
VS-4.2-9;V;51.1;2027;3;MOU;2.0;100;
TE-3.1-5;T;75.9;2031;3;MOF;1.4;70;
AN-4.1-9;A;51.5;2030;3;MFA;-1.8;100;
VS-4.2-2;V;56.2;2029;3;MCI;-3.7;90;
TE-4.3-6;T;68.6;2031;3;MOT;-8.5;80;
VS-1.2-7;V;66.1;2026;3;MOU;-4.9;100;
VS-4.3-9;V;68.8;2026;3;MCY;9.0;95;
VS-3.1-7;V;67.6;2029;3;MCI;-4.3;75;
VS-2.1-5;V;65.5;2027;3;MOU;2.0;85;
AN-4.2-7;A;50.7;2035;3;MFA;5.3;80;
VS-2.2-7;V;61.0;2026;3;MOH;7.5;95;
TE-2.3-2;T;73.7;2029;3;MOL;9.8;70;
AN-1.2-5;A;53.3;2034;3;MFA;-0.8;90;
VS-5.2-9;V;56.2;2026;3;MCY;-8.7;100;
VS-4.1-7;V;70.6;2027;3;MOU;9.8;85;
AN-2.2-8;A;51.3;2031;3;MOD;-7.8;100;
TE-2.2-5;T;78.5;2029;3;MOC;-7.5;80;
TE-1.3-3;T;54.7;2029;3;MOL;-5.9;95;
TE-1.2-3;T;78.3;2029;3;MOF;-7.5;80;
VS-5.3-8;V;53.5;2028;3;MOH;-5.4;100;
VS-1.1-3;V;51.1;2027;3;MCY;-3.6;100;
VS-4.2-9;V;88.9;2028;3;MOH;-0.7;85;
TE-5.3-3;T;71.2;2029;3;MOL;-7.2;80;
VS-1.2-1;V;56.5;2026;3;MOS;-3.9;100;
VS-5.2-1;V;78.9;2028;3;MOS;-0.8;85;
AN-5.2-8;A;53.8;2030;3;MEW;-7.9;100;
VS-5.1-3;V;87.6;2030;3;MCY;-2.3;75;
VS-3.2-5;V;76.7;2026;3;MCY;3.4;95;
TE-2.2-1;T;66.8;2030;3;MOT;-0.7;80;
VS-1.3-6;V;84.9;2026;3;MOH;1.6;95;
TE-3.1-7;T;60.6;2031;3;MOT;-8.8;80;
TE-1.2-9;T;66.8;2030;3;MOC;4.4;70;
VS-3.2-2;V;80.4;2027;3;MCY;1.2;85;
TE-4.1-7;T;70.3;2031;3;MOL;-3.7;80;
AN-5.3-3;A;53.7;2033;3;MEW;-7.4;90;
TE-2.2-5;T;70.3;2031;3;MOL;4.2;70;
VS-1.2-1;V;58.4;2029;3;MOS;7.3;80;
TE-4.1-9;T;77.8;2031;3;MOC;4.3;70;
AN-1.1-8;A;53.1;2033;3;MOD;8.4;80;
TE-1.1-1;T;54.4;2029;3;MOC;-8.5;95;
VS-5.2-6;V;59.2;2026;3;MOH;-0.6;100;
TE-1.1-8;T;54.4;2029;3;MOF;-6.4;95;
AN-5.3-8;A;54.0;2031;3;MFA;-4.1;100;
VS-4.2-6;V;65.9;2026;3;MOS;-1.2;100;
VS-2.1-9;V;51.8;2030;3;MOU;8.3;80;
VS-1.1-2;V;76.7;2030;3;MOU;-2.5;75;
TE-3.2-8;T;55.9;2031;3;MISA;8.7;85;
AN-5.3-8;A;50.1;2035;3;MEW;-7.0;90;
VS-4.3-4;V;86.2;2026;3;MOH;2.2;95;
TE-2.2-4;T;75.0;2030;3;MISA;-9.0;80;
VS-1.2-2;V;54.3;2026;3;MOH;4.7;100;
TE-2.2-1;T;64.4;2030;3;MOT;-1.1;80;
VS-3.3-8;V;57.8;2027;3;MCI;7.0;100;
VS-5.2-9;V;56.0;2027;3;MOS;-0.6;100;
AN-3.3-2;A;52.4;2033;3;MOI;-0.8;90;
VS-1.3-6;V;68.5;2028;3;MOS;-3.6;85;
VS-5.2-6;V;76.2;2027;3;MOH;9.8;85;
VS-1.3-3;V;56.4;2027;3;MOS;5.9;100;
VS-1.2-5;V;85.4;2026;3;MOS;0.4;95;
TE-1.1-6;T;60.9;2029;3;MISA;2.0;70;
TE-2.1-5;T;78.3;2029;3;MOT;4.6;70;
TE-3.2-2;T;79.8;2031;3;MOL;-0.1;80;
VS-5.1-1;V;81.1;2029;3;MOS;-0.2;75;
TE-4.2-2;T;53.7;2030;3;MISA;2.7;85;
TE-1.1-8;T;70.3;2029;3;MISA;-3.8;80;
VS-5.1-7;V;60.6;2026;3;MCI;-8.0;100;
AN-4.2-8;A;51.4;2033;3;MOC;-2.7;90;
TE-2.2-1;T;66.1;2029;3;MISA;3.1;70;
TE-1.3-5;T;75.5;2031;3;MOL;0.8;70;
TE-1.3-3;T;56.4;2030;3;MISA;0.9;85;
TE-1.3-9;T;54.5;2030;3;MOC;9.4;85;
TE-5.2-1;T;53.9;2029;3;MOC;8.1;85;
VS-4.2-9;V;58.0;2030;3;MOH;-8.8;90;
VS-1.3-2;V;50.9;2027;2;MOU;-4.2;100;
VS-5.1-4;V;75.4;2028;2;MOU;8.2;65;
TE-5.2-3;T;64.8;2029;2;MOT;9.3;60;
TE-5.2-3;T;53.4;2031;2;MOC;-6.1;85;
TE-4.2-5;T;75.8;2030;2;MOF;-2.3;70;
TE-4.2-5;T;50.9;2029;2;MOT;0.6;75;
TE-3.2-9;T;73.9;2030;2;MOL;0.7;60;
TE-5.2-6;T;53.5;2030;2;MOF;-6.8;85;
TE-5.1-2;T;69.4;2030;2;MOF;3.7;60;
TE-5.3-9;T;67.0;2029;2;MOF;-7.2;70;
VS-3.2-7;V;83.9;2030;2;MCI;1.0;55;
VS-3.1-9;V;63.2;2026;2;MCI;-8.4;95;
TE-5.2-5;T;67.1;2031;2;MOT;-9.6;70;
VS-5.3-3;V;84.2;2027;2;MOU;-0.3;85;
TE-5.3-8;T;74.5;2029;2;MOL;-5.7;70;
VS-1.3-5;V;89.5;2028;2;MOH;0.5;65;
TE-3.2-9;T;55.7;2029;2;MOF;-3.0;85;
VS-3.1-4;V;65.6;2026;2;MOS;-3.2;95;
TE-5.2-3;T;78.3;2031;2;MOC;8.1;60;
TE-5.3-1;T;67.7;2029;2;MOL;6.0;60;
VS-4.2-2;V;52.9;2027;2;MCY;9.4;90;
TE-3.1-2;T;65.8;2031;2;MOL;-5.9;70;
TE-5.1-4;T;74.5;2030;2;MISA;2.3;60;
VS-4.3-8;V;67.4;2026;2;MCI;-3.5;95;
VS-4.3-7;V;68.7;2026;2;MCY;-1.8;95;
TE-5.1-5;T;52.4;2029;2;MOL;-0.9;85;
VS-3.1-4;V;85.2;2028;2;MOS;-2.5;75;
TE-1.1-4;T;59.7;2029;2;MOC;-7.5;85;
VS-1.3-8;V;67.5;2026;2;MOS;-7.0;95;
TE-5.2-6;T;78.0;2030;2;MOC;6.5;60;
TE-5.2-5;T;51.2;2030;2;MOF;3.6;75;
TE-2.2-4;T;62.0;2029;2;MISA;0.4;60;
VS-1.2-7;V;51.7;2030;2;MCY;1.4;70;
VS-3.3-7;V;53.5;2029;2;MOH;-7.3;80;
TE-3.2-3;T;74.2;2030;2;MOC;-7.3;70;
VS-1.2-5;V;54.5;2029;2;MOH;-8.4;80;
TE-1.1-7;T;79.7;2029;2;MOL;9.4;60;
VS-1.1-9;V;63.5;2026;2;MCI;-7.7;95;
TE-2.1-6;T;63.4;2030;2;MISA;7.9;60;
VS-1.3-7;V;73.8;2028;2;MOU;-7.2;75;
VS-4.2-7;V;70.7;2027;2;MOS;-6.9;85;
TE-4.3-5;T;74.5;2029;2;MOF;-2.1;70;
TE-3.3-1;T;75.7;2029;2;MOT;-1.5;70;
VS-3.2-8;V;67.8;2026;2;MCI;-3.3;95;
TE-4.1-6;T;51.8;2030;2;MOC;-0.4;85;
VS-4.2-5;V;86.5;2028;2;MOS;-1.5;75;
TE-3.1-2;T;66.6;2030;2;MOT;9.1;60;
TE-4.1-9;T;53.4;2029;2;MISA;6.5;75;
VS-4.1-9;V;84.0;2026;2;MCY;-1.2;95;
VS-2.1-3;V;64.9;2026;2;MOH;-5.0;95;
TE-4.1-5;T;72.3;2029;2;MOT;3.4;60;
TE-4.2-7;T;73.4;2031;2;MOC;8.4;60;
TE-3.3-3;T;72.8;2030;2;MOT;-5.8;70;
TE-5.1-7;T;61.5;2030;2;MOF;-0.8;70;
VS-2.3-1;V;85.7;2027;2;MCI;1.3;75;
TE-3.3-6;T;51.2;2029;2;MOL;-3.5;85;
TE-4.3-8;T;65.3;2029;2;MOL;9.7;60;
VS-5.3-1;V;88.8;2028;2;MCI;0.8;65;
TE-2.2-6;T;62.9;2031;2;MOT;3.7;60;
VS-1.2-6;V;51.0;2027;2;MOS;9.2;90;
VS-5.2-8;V;52.8;2027;2;MOH;-1.1;100;
VS-4.1-2;V;66.5;2030;2;MOH;4.4;55;
VS-3.3-2;V;70.7;2029;2;MCY;1.1;55;
TE-1.2-3;T;67.5;2031;2;MOT;-5.1;70;
